kingdom	phylum	ERR164407	ERR164408	ERR164409	ERR315858	ERR315859	ERR315860	ERR315861	ERR315862	ERR315863	ERR318618	ERR318619	ERR318620	ERR318621	ERR598942	ERR598943	ERR598944	ERR598945	ERR598946	ERR598947	ERR598948	ERR598949	ERR598950	ERR598951	ERR598952	ERR598953	ERR598954	ERR598955	ERR598956	ERR598957	ERR598958	ERR598959	ERR598960	ERR598961	ERR598962	ERR598963	ERR598964	ERR598965	ERR598966	ERR598967	ERR598968	ERR598969	ERR598970	ERR598971	ERR598972	ERR598973	ERR598974	ERR598975	ERR598976	ERR598977	ERR598978	ERR598979	ERR598980	ERR598981	ERR598982	ERR598983	ERR598984	ERR598985	ERR598986	ERR598987	ERR598988	ERR598989	ERR598990	ERR598991	ERR598992	ERR598993	ERR598994	ERR598995	ERR598996	ERR598997	ERR598998	ERR598999	ERR599000	ERR599001	ERR599002	ERR599003	ERR599004	ERR599005	ERR599006	ERR599007	ERR599008	ERR599009	ERR599010	ERR599011	ERR599012	ERR599013	ERR599014	ERR599015	ERR599016	ERR599017	ERR599018	ERR599019	ERR599020	ERR599021	ERR599022	ERR599023	ERR599024	ERR599025	ERR599026	ERR599027	ERR599028	ERR599029	ERR599030	ERR599031	ERR599032	ERR599033	ERR599034	ERR599035	ERR599036	ERR599037	ERR599038	ERR599039	ERR599040	ERR599041	ERR599042	ERR599043	ERR599044	ERR599045	ERR599046	ERR599047	ERR599048	ERR599049	ERR599050	ERR599051	ERR599052	ERR599053	ERR599054	ERR599055	ERR599056	ERR599057	ERR599058	ERR599059	ERR599060	ERR599061	ERR599062	ERR599063	ERR599064	ERR599065	ERR599066	ERR599067	ERR599068	ERR599069	ERR599070	ERR599071	ERR599072	ERR599073	ERR599074	ERR599075	ERR599076	ERR599077	ERR599078	ERR599079	ERR599080	ERR599081	ERR599082	ERR599083	ERR599084	ERR599085	ERR599086	ERR599087	ERR599088	ERR599089	ERR599090	ERR599091	ERR599092	ERR599093	ERR599094	ERR599095	ERR599096	ERR599097	ERR599098	ERR599099	ERR599100	ERR599101	ERR599102	ERR599103	ERR599104	ERR599105	ERR599106	ERR599107	ERR599108	ERR599109	ERR599110	ERR599111	ERR599112	ERR599113	ERR599114	ERR599115	ERR599116	ERR599117	ERR599118	ERR599119	ERR599120	ERR599121	ERR599122	ERR599123	ERR599124	ERR599125	ERR599126	ERR599127	ERR599128	ERR599129	ERR599130	ERR599131	ERR599132	ERR599133	ERR599134	ERR599135	ERR599136	ERR599137	ERR599138	ERR599139	ERR599140	ERR599141	ERR599142	ERR599143	ERR599144	ERR599145	ERR599146	ERR599147	ERR599148	ERR599149	ERR599150	ERR599151	ERR599152	ERR599153	ERR599154	ERR599155	ERR599156	ERR599157	ERR599158	ERR599159	ERR599160	ERR599161	ERR599162	ERR599163	ERR599164	ERR599165	ERR599166	ERR599167	ERR599168	ERR599169	ERR599170	ERR599171	ERR599172	ERR599173	ERR599174	ERR599175	ERR599176
Bacteria	Hyd24-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	KSB3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	3	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	5	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	3	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	3	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Bacteria	LCP-89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	LD1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Lentisphaerae	0	0	0	0	0	0	2	0	0	1	0	1	0	24	4	20	62	14	42	8	2	0	0	4	5	3	2	0	4	16	0	20	9	0	27	16	59	0	1	19	0	2	56	3	1	0	13	10	1	8	6	48	1	5	92	0	12	20	4	0	8	4	3	19	0	13	17	12	1	2	7	49	28	4	1	4	7	9	1	265	498	0	0	6	0	18	10	1	37	5	0	47	2	0	10	2	1	3	133	2	6	8	1	37	2	4	311	12	2	67	33	0	0	0	2	32	0	3	23	1	0	1	7	7	21	0	5	12	0	21	319	3	1	11	0	3	13	4	14	0	17	9	23	28	0	0	0	10	19	23	2	12	5	5	10	2	9	16	11	1	2	450	8	0	1	0	11	3	3	0	6	6	40	2	10	76	0	0	3	5	0	12	35	17	0	7	35	0	0	12	7	1	453	707	10	8	52	4	4	13	35	2	6	29	5	0	16	8	1	1	4	0	0	0	0	8	1	16	5	2	5	4	14	5	0	6	0	9	1	0	34	63	0	6	3	16	35	60	5	4	0	48	27	2	7	66	11	104
Bacteria	MVS-104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	NC10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0
Bacteria	NKB19	0	0	0	0	0	0	1	0	1	1	0	1	0	1	0	2	0	3	2	1	0	0	0	0	1	1	1	0	0	1	0	5	1	0	1	2	18	0	0	1	0	0	1	0	0	0	0	0	0	1	0	3	1	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	0	0	3	2	0	18	0	0	0	1	0	0	1	0	1	0	0	2	0	0	1	1	0	0	0	0	1	3	2	2	0	1	1	0	3	3	0	0	0	0	0	3	0	0	1	1	0	0	1	4	0	1	0	0	0	0	0	0	0	8	0	0	2	0	1	0	0	1	1	0	0	0	1	1	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	3	0	3	4	0	0	6	1	0	1	0	0	0	0	0	1	3	0	1	1	0	0	0	1	0	0	0	8	0	0	0	0	0	1	0	4	0	0	0	1	1	0	0	0	0	1	0	1	1	0	3	1	0	0	1	0	0	23	17	0	0	0	0	2	0	0	1	0
Bacteria	NPL-UPA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria	Nitrospirae	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	40	0	0	3	0	0	0	0	0	0	1	0	0	0	160	0	38	1	0	1	64	1	0	1	5	0	0	4	0	0	1	3	0	0	0	0	2	1	0	10	0	16	2	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	4	0	0	0	1	0	0	1	0	0	0	0	3	6	0	0	0	0	0	0	1	0	0	1	4	0	2	0	0	0	2	0	0	1	0	0	0	0	0	85	2	0	0	2	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	2	0	0	0	5	1	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	0	0	2	0	1	0	0	0	0	0	1	3	0	0	3	1	1	0	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	10	1	0	6	2	0	0	0	6	0	4	2	0	1	1	0	0	0	0	3	0
Bacteria	OC31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	OD1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	64	0	51	5	65	0	0	0	0	27	3	0	0	9	33	0	8	1	0	2	31	0	0	0	3	1	1	4	0	0	2	1	0	0	2	3	9	9	0	0	7	14	7	108	4	2	1	0	0	0	1	3	1	0	1	7	11	3	8	0	64	257	0	0	10	1	0	0	0	6	0	69	2	0	0	0	52	2	0	0	0	0	1	0	0	38	41	18	0	6	0	0	0	95	1	0	1	1	0	0	12	0	0	14	123	1	0	69	0	0	0	2	0	3	6	0	61	0	68	0	0	1	0	1	0	1	115	5	11	0	0	0	59	0	0	0	0	0	0	4	3	0	14	5	0	6	0	0	0	0	0	0	7	0	0	94	6	1	0	0	0	3	5	0	0	12	5	8	25	0	0	23	1	2	0	0	0	0	0	3	53	2	0	45	7	0	13	0	9	16	0	0	84	12	0	4	0	0	0	0	0	0	0	101	1	3	3	1	46	0	0	0	17	4	0	268	1	4	28	0	3	0	31	46	0	0	3	0	39	0	0	73	0
Bacteria	OP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	OP11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	OP3	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	2	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	2	1	1	0	0	3	0	2	0	2	0	0	0	1	0	1	0	0	0	0	0	1	1	0	1	1	2	0	0	0	0	3	0	0	1	0	0	4	0	1	0	0	0	1	0	1	2	0	0	0	0	2	0	4	0	0	0	2	1	19	0	0	0	0	0	1	1	0	0	2	0	0	2	2	0	2	0	0	0	0	1	0	0	0	46	0	0	2	0	0	0	1	0	1	0	0	1	1	6	0	2	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	5	0	2	3	0	0	2	0	0	0	0	1	0	0	0	3	0	0	4	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	3	0	1	0	3	0	0	13	0	0	0	0	1	0	1	18	0	0	0	0	13	1	0	0	0
Bacteria	OP8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	4	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	11	0	0	0	0	0	0	3	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	2	0	20	0	0	0	0	0	0	0	2	5	2	0	0	0	4	0	0	0	0	0	0	2	0	0	2	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	2	0	0	1	0	0	0	0	1	0	0	1	0	0	0	4	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	8	0	0	0	1	0	0	4	0	0	0	0	1	0	6	8	0	0	0	0	7	0	0	9	0
Bacteria	OP9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria	PAUC34f	0	0	0	10	4	2	12	0	3	5	0	2	0	123	2	163	0	108	231	98	2	4	0	2	36	135	33	0	134	169	1	173	167	9	44	225	0	0	34	63	12	10	128	35	1	6	92	4	0	4	31	257	24	6	72	70	131	100	63	79	14	44	7	156	45	2	144	25	0	76	63	206	52	16	5	53	60	1	63	272	1	2	2	19	3	14	58	8	2	16	12	90	46	0	124	147	37	62	0	1	16	59	42	15	53	24	0	19	67	11	3	17	7	39	3	177	2	23	208	28	8	1	53	4	3	27	6	1	89	21	0	70	84	221	1	0	5	8	33	4	20	46	245	178	12	28	18	79	88	44	73	26	29	11	43	70	43	199	76	6	58	0	4	68	38	52	7	55	405	13	86	28	252	0	4	0	11	54	11	1	54	109	253	93	5	8	193	7	87	5	5	40	0	0	63	39	61	18	60	9	6	11	46	34	72	4	9	26	42	61	62	10	3	109	1	2	18	40	68	98	40	84	26	82	13	36	1	260	89	0	241	26	65	24	5	75	10	194	93	19	2	34	2	43	10	3	60	0
Bacteria	Planctomycetes	0	1	0	109	186	181	110	6	42	134	19	132	6	395	90	887	1	1355	959	391	22	30	37	8	532	197	36	0	286	1046	28	1000	231	53	292	985	921	0	147	313	24	24	702	79	20	108	316	98	28	221	90	1156	274	30	252	38	602	286	1640	275	115	144	52	388	115	175	174	253	17	238	257	781	308	151	4	1621	161	88	196	1295	22	6	7	63	45	86	1352	38	65	70	2	774	233	22	275	113	78	222	2	39	704	213	911	227	271	181	4	89	3783	243	76	86	6	40	162	564	7	162	794	97	42	273	1638	478	103	43	148	29	133	264	10	1546	126	5166	28	98	56	185	168	22	100	1768	1010	860	26	46	69	1439	198	168	99	87	214	101	278	268	194	722	126	24	242	0	180	97	107	249	146	285	722	20	1742	334	1048	15	31	0	8	115	36	21	1311	353	1437	659	48	198	1233	24	266	94	176	64	0	12	279	157	352	49	1494	259	28	191	174	611	142	20	28	303	58	25	81	21	15	141	6	183	316	157	1745	420	116	140	105	1437	40	122	2	1373	254	8	833	397	272	259	148	395	66	910	2638	46	55	290	34	1653	80	82	1591	1
Bacteria	Poribacteria	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	4	0	2	12	2	0	0	0	0	1	1	0	0	5	5	0	18	0	0	0	7	0	0	0	0	1	0	8	0	0	0	3	0	0	0	1	11	0	0	0	2	3	0	0	0	0	1	0	0	0	0	1	0	0	0	2	4	1	0	0	4	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	4	0	3	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	2	0	1	0	7	0	2	9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	26	13	0	0	0	0	0	0	0	0	0	2	1	0	4	10	1	0	0	0	0	0	0	0	0	2	7	0	2	2	5	0	0	0	0	1	0	0	1	1	6	6	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	1	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	7	3	3	0	0	0	0	0	13	2	0	5	0	1	0	0	6	0	2	1	0	0	1	0	0	0	2	1	0
Bacteria	Proteobacteria	186	171	211	42124	32966	32725	42841	25054	83293	52248	4942	49907	5094	61626	22041	65523	17069	42497	54856	69087	8705	15104	16470	10152	16933	74565	97357	0	59408	46265	17340	57034	81963	9212	66250	60121	166841	0	112831	69447	13157	14715	81986	22936	11566	15884	11132	80255	11413	72403	20739	67175	8342	13927	69225	42910	69686	67709	15774	20334	78475	25068	32962	66782	77981	11667	51190	76181	10563	16937	17412	58146	70712	61257	16861	12773	30897	63078	50573	44162	37878	6689	12811	58705	9682	80661	15255	15470	16748	10744	15173	67565	14237	11717	76039	80923	22282	61748	17810	73691	71363	69560	6549	67975	17429	9232	26323	21626	26234	55643	72412	5789	13056	13112	98672	119644	13845	10629	44143	15604	35540	145738	12987	122591	52340	62128	10433	8461	60814	54691	84960	12758	8827	35948	11376	72995	48819	21921	17966	12069	22157	16295	46570	43274	15263	62417	61912	15141	77141	72776	26997	21689	80508	43569	17836	20420	10060	65774	71143	13828	20242	92608	21805	70787	42580	65691	80667	17020	47476	12206	16056	60859	68401	27663	8432	15352	9206	65791	13736	20353	15244	58955	49704	56495	14907	21906	65775	35892	17087	70396	22164	24970	76259	79666	72315	10241	11006	43261	15173	19793	9534	45720	11619	45609	55132	19626	8440	63901	24184	81371	67686	12490	14300	74804	35354	12101	44052	40651	16115	32036	21931	89307	21488	15189	12321	9234	6096	77998	17131	13227	55742	49518	19925	71751	54104	23289	17522	51050	31396	15911	20618	73524	9768	11533	31013	19372	12950	23925
